permission_level,resource_sensitivity,action_severity,task_relevance,sequence_deviation,repeated_action_count,time_since_prev,tool_rarity,step_position,is_destructive,cat_observe,cat_maintain,cat_report,cat_data,cat_admin,cat_destructive,label,action_type,session_id
0.35,0.15,0.05,0.9042203917593165,0.09999999999999998,0.0,0.04510342276481385,0.09090909090909083,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00003
0.35,0.25,0.05,0.9361815993184048,0.0,0.0,0.3790668952561866,0.09090909090909083,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00003
0.35,0.2,0.2,0.88,1.0,0.0,0.0136830421970728,0.4545454545454546,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,CLEAR_TEMP_FILES,synthetic-00004
0.35,0.2,0.2,0.84,1.0,0.2,0.008919918186112177,0.4545454545454546,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,CLEAR_TEMP_FILES,synthetic-00004
0.35,0.2,0.2,0.8,1.0,0.4,0.01843337247857663,0.4545454545454546,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,CLEAR_TEMP_FILES,synthetic-00004
0.35,0.2,0.2,0.76,1.0,0.6,0.010078950630768977,0.4545454545454546,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,CLEAR_TEMP_FILES,synthetic-00004
0.35,0.2,0.2,0.72,1.0,0.8,0.006522803052464295,0.4545454545454546,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,CLEAR_TEMP_FILES,synthetic-00004
0.35,0.2,0.2,0.6799999999999999,1.0,1.0,0.006188170974389697,0.4545454545454546,0.4166666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,CLEAR_TEMP_FILES,synthetic-00004
0.35,0.2,0.2,0.64,1.0,1.0,0.011958415792991096,0.4545454545454546,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,CLEAR_TEMP_FILES,synthetic-00004
0.35,0.2,0.2,0.6,1.0,1.0,0.006483596156253812,0.4545454545454546,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,CLEAR_TEMP_FILES,synthetic-00004
0.35,0.2,0.2,0.56,1.0,1.0,0.012384076487431573,0.4545454545454546,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,CLEAR_TEMP_FILES,synthetic-00004
0.35,0.2,0.2,0.52,1.0,1.0,0.018126752866045412,0.4545454545454546,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,CLEAR_TEMP_FILES,synthetic-00004
0.35,0.25,0.05,0.8161144806026422,0.8,0.0,0.08405497312664716,0.09090909090909083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00005
0.7,0.45,0.35,0.803419489793333,0.6,0.0,0.08937515042769571,0.7272727272727273,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,RESTART_SIMULATED_SERVICE,synthetic-00005
0.35,0.15,0.05,0.8794861635207118,0.0,0.0,0.28284311161531994,0.09090909090909083,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00005
0.7,0.45,0.35,0.7719393034228559,0.6,0.2,0.20495162552104831,0.7272727272727273,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,RESTART_SIMULATED_SERVICE,synthetic-00005
0.35,0.15,0.05,0.9906227960657271,0.0,0.2,0.23618282861227208,0.09090909090909083,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00005
0.35,0.15,0.05,0.8932788035599397,0.6,0.0,0.3151528686410635,0.09090909090909083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00006
0.35,0.25,0.05,0.9021994392929428,0.0,0.0,0.14095004717072293,0.09090909090909083,0.08333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00006
0.7,0.45,0.35,0.8033786734974473,0.6,0.0,0.2972162452581722,0.7272727272727273,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,RESTART_SIMULATED_SERVICE,synthetic-00006
0.35,0.2,0.1,0.826309574630737,0.19999999999999996,0.0,0.31271947298575703,0.31818181818181823,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00006
0.35,0.15,0.05,0.9188556837808887,0.19999999999999996,0.2,0.34194542766323793,0.09090909090909083,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00006
0.7,0.45,0.35,0.7791556767920765,0.6,0.2,0.10626740398040212,0.7272727272727273,0.4166666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,RESTART_SIMULATED_SERVICE,synthetic-00006
0.35,0.2,0.1,0.8711307853327086,0.19999999999999996,0.2,0.37155916289336743,0.31818181818181823,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00006
0.35,0.15,0.05,0.8957072471487129,0.19999999999999996,0.4,0.2529463476354173,0.09090909090909083,0.5833333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00006
0.35,0.15,0.05,0.9217421551199518,0.6,0.0,0.12113251379062157,0.09090909090909083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00007
0.35,0.25,0.05,0.9713980511046992,0.0,0.0,0.24136421268593367,0.09090909090909083,0.08333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00007
0.7,0.45,0.35,0.8385283805936498,0.6,0.0,0.39192764768168925,0.7272727272727273,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,RESTART_SIMULATED_SERVICE,synthetic-00007
0.35,0.15,0.05,0.854933961333274,0.0,0.2,0.07944552089082849,0.09090909090909083,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00007
0.35,0.25,0.05,0.7978262642352585,0.0,0.2,0.22681372205335978,0.09090909090909083,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00007
0.35,0.2,0.1,0.9256623133771641,0.30000000000000004,0.0,0.38693306553606693,0.31818181818181823,0.4166666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00007
0.35,0.15,0.05,0.8837630743008678,0.19999999999999996,0.4,0.2947479567003447,0.09090909090909083,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00007
0.35,0.25,0.05,0.8249481872784022,0.0,0.4,0.2796185518673705,0.09090909090909083,0.5833333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00007
0.35,0.2,0.1,0.9265564644002763,0.30000000000000004,0.2,0.12423205834420291,0.31818181818181823,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00007
0.35,0.15,0.05,0.8871615290449276,0.0,0.0,0.041045895335921595,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00007
0.35,0.15,0.05,0.9278565977013261,0.0,0.0,0.11727865406408994,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00008
0.35,0.2,0.2,0.9132719718565605,0.7,0.0,0.34853298009304035,0.4545454545454546,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,CLEAR_TEMP_FILES,synthetic-00008
0.35,0.15,0.05,0.9658760799504017,0.19999999999999996,0.2,0.11188682936916082,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00008
0.35,0.15,0.05,0.8689769703049364,0.09999999999999998,0.0,0.37635522154624607,0.09090909090909083,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00008
0.7,0.45,0.4,0.7555806659748504,0.7,0.0,0.32941556584776926,0.7727272727272727,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,SCALE_SIMULATED_SERVICE,synthetic-00008
0.35,0.15,0.05,0.8723644011579128,0.0,0.2,0.06887463188390189,0.09090909090909083,0.4166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00008
0.35,0.25,0.05,0.9220325070155316,0.0,0.0,0.3006611448019452,0.09090909090909083,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00008
0.35,0.2,0.1,0.8913557867639142,0.30000000000000004,0.0,0.39419391083418753,0.31818181818181823,0.5833333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00008
0.35,0.15,0.05,0.979423101349594,0.0,0.4,0.34927992999602336,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00008
0.35,0.15,0.05,0.9726160820050197,0.0,0.0,0.08473350893475065,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00009
0.35,0.2,0.2,0.930929725166709,0.7,0.0,0.060974459070572765,0.4545454545454546,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,CLEAR_TEMP_FILES,synthetic-00009
0.35,0.15,0.05,1.0,0.19999999999999996,0.2,0.3471878605717367,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00009
0.35,0.25,0.05,0.9419338816699548,0.19999999999999996,0.0,0.03874454738173853,0.09090909090909083,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00009
0.35,0.2,0.2,0.8843650138875429,0.30000000000000004,0.2,0.3096406848072144,0.4545454545454546,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,CLEAR_TEMP_FILES,synthetic-00009
0.35,0.15,0.05,1.0,0.0,0.0,0.05483297998979894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00010
0.35,0.15,0.05,0.9116501545609361,0.09999999999999998,0.0,0.3946132427192328,0.09090909090909083,0.08333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00010
0.35,0.25,0.05,0.9871452753116997,0.0,0.0,0.18843607819639308,0.09090909090909083,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00010
0.35,0.15,0.05,0.8452350113445868,0.8,0.2,0.39832165281399506,0.09090909090909083,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00010
0.35,0.25,0.05,0.872674523233168,0.0,0.2,0.1421262026813402,0.09090909090909083,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00010
0.35,0.15,0.05,0.839887462024985,0.8,0.4,0.2456994399659606,0.09090909090909083,0.4166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00010
0.35,0.25,0.05,0.8782485097762457,0.0,0.4,0.24753178463495612,0.09090909090909083,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00010
0.35,0.2,0.1,0.9199084045661065,0.30000000000000004,0.0,0.345997293751038,0.31818181818181823,0.5833333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00010
0.35,0.15,0.05,1.0,0.0,0.2,0.10146915235959851,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00010
0.35,0.25,0.05,0.9023457928753084,0.19999999999999996,0.6,0.28091126965483304,0.09090909090909083,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00010
0.35,0.2,0.1,0.85,1.0,0.0,0.013021994356088555,0.31818181818181823,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,CREATE_TICKET,synthetic-00011
0.35,0.2,0.1,0.8099999999999999,1.0,0.2,0.00935245678115766,0.31818181818181823,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,CREATE_TICKET,synthetic-00011
0.35,0.2,0.1,0.77,1.0,0.4,0.012367325303672452,0.31818181818181823,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,CREATE_TICKET,synthetic-00011
0.35,0.2,0.1,0.73,1.0,0.6,0.011251016451419245,0.31818181818181823,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,CREATE_TICKET,synthetic-00011
0.35,0.2,0.1,0.69,1.0,0.8,0.018802948058501166,0.31818181818181823,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,CREATE_TICKET,synthetic-00011
0.35,0.2,0.1,0.6499999999999999,1.0,1.0,0.005411418656098167,0.31818181818181823,0.4166666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,CREATE_TICKET,synthetic-00011
0.35,0.2,0.1,0.61,1.0,1.0,0.014796849681139269,0.31818181818181823,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,CREATE_TICKET,synthetic-00011
0.35,0.15,0.05,0.9751598870406764,0.0,0.0,0.27001695590713815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00012
0.35,0.25,0.05,0.906290578962003,0.19999999999999996,0.0,0.37397338829202187,0.09090909090909083,0.08333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00012
0.35,0.2,0.1,0.84731221245993,0.30000000000000004,0.0,0.23976433673428021,0.31818181818181823,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00012
0.35,0.15,0.05,0.9233639774109568,0.0,0.2,0.2304659481705967,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00012
0.35,0.15,0.05,0.919014694049312,0.09999999999999998,0.0,0.05855681515534039,0.09090909090909083,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00012
0.35,0.25,0.05,0.8420701405144564,0.0,0.2,0.13782871011277414,0.09090909090909083,0.4166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00012
0.35,0.2,0.2,0.9037039257665449,0.30000000000000004,0.0,0.39407954709221016,0.4545454545454546,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,CLEAR_TEMP_FILES,synthetic-00012
0.35,0.15,0.05,0.927473465377208,0.0,0.0,0.2784645738679718,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00013
0.35,0.2,0.2,0.950261565554128,0.7,0.0,0.07362066765134365,0.4545454545454546,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,CLEAR_TEMP_FILES,synthetic-00013
0.35,0.2,0.1,0.8123381365129362,0.0,0.0,0.06544412664615863,0.31818181818181823,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00013
0.35,0.15,0.05,0.9069138495787517,0.19999999999999996,0.0,0.2486169894749727,0.09090909090909083,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00013
1.0,0.95,0.95,0.0179677180884348,1.0,0.0,0.0870034747921101,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,DISABLE_SECURITY,synthetic-00013
1.0,0.85,0.8,0.07307045305772972,1.0,0.0,0.013101193197253884,1.0,0.4166666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,EXECUTE_UNKNOWN_COMMAND,synthetic-00013
1.0,0.95,0.95,0.01971873597309882,1.0,0.2,0.060319597858072,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,DISABLE_SECURITY,synthetic-00013
0.35,0.25,0.05,0.9041551793737586,0.8,0.0,0.08180792621549918,0.09090909090909083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00014
0.35,0.2,0.1,0.8274059556771466,0.30000000000000004,0.0,0.24503356736133056,0.31818181818181823,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00014
0.35,0.15,0.05,0.9109051245366464,0.19999999999999996,0.0,0.24063922046009625,0.09090909090909083,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00014
0.35,0.25,0.05,0.8568219247577789,0.0,0.2,0.04414177475158252,0.09090909090909083,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00014
1.0,1.0,0.7,0.0685745113233599,1.0,0.0,0.01196498870138866,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,READ_SENSITIVE_DATA,synthetic-00014
1.0,0.9,0.9,0.051347473255013265,1.0,0.0,0.12053765524072806,1.0,0.4166666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,MODIFY_PERMISSION,synthetic-00014
1.0,0.9,0.9,0.001945433942109824,1.0,0.2,0.03327636152303551,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,MODIFY_PERMISSION,synthetic-00014
1.0,1.0,0.7,0.034463704253384415,1.0,0.2,0.09114489868050211,1.0,0.5833333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,READ_SENSITIVE_DATA,synthetic-00014
1.0,0.85,0.8,0.07037636377724087,1.0,0.0,0.058141136045401456,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,EXECUTE_UNKNOWN_COMMAND,synthetic-00014
0.35,0.25,0.05,0.9468622510949627,0.8,0.0,0.12013702181743152,0.09090909090909083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00015
0.35,0.2,0.2,0.9564741494198887,0.30000000000000004,0.0,0.184507950463059,0.4545454545454546,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,CLEAR_TEMP_FILES,synthetic-00015
0.35,0.2,0.1,0.8604084672618675,0.0,0.0,0.3723120082552334,0.31818181818181823,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00015
0.35,0.15,0.05,0.8695582811608451,0.19999999999999996,0.0,0.3028544309035546,0.09090909090909083,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00015
0.35,0.25,0.05,0.885203057380431,0.0,0.2,0.09170587575960146,0.09090909090909083,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00015
0.35,0.15,0.05,0.9031836632389937,0.0,0.0,0.3327484220522073,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00016
0.35,0.25,0.05,0.9101000820475039,0.19999999999999996,0.0,0.14523665135748687,0.09090909090909083,0.08333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00016
0.35,0.2,0.2,0.8455148905560707,0.30000000000000004,0.0,0.10414758905349317,0.4545454545454546,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,CLEAR_TEMP_FILES,synthetic-00016
0.35,0.2,0.1,0.8895807498294901,0.0,0.0,0.350262745411105,0.31818181818181823,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00016
0.35,0.15,0.05,0.9116446527488734,0.19999999999999996,0.0,0.17988207426535566,0.09090909090909083,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00016
0.35,0.2,0.1,0.8729719101932377,0.7,0.2,0.22994576857553137,0.31818181818181823,0.4166666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00016
0.35,0.15,0.05,0.9107771649553533,0.19999999999999996,0.2,0.09880819926323667,0.09090909090909083,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00016
0.35,0.15,0.05,0.9665917459423704,0.0,0.0,0.03389197262706718,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00017
1.0,0.9,0.9,0.05344768218699276,1.0,0.0,0.07556905545874339,1.0,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,MODIFY_PERMISSION,synthetic-00017
1.0,0.95,0.95,0.0011976001891238902,1.0,0.0,0.03823095827754921,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,DISABLE_SECURITY,synthetic-00017
1.0,1.0,0.85,0.015185263597184594,1.0,0.0,0.044667589001025444,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,EXPORT_DATA,synthetic-00017
1.0,1.0,1.0,0.019067953749791946,1.0,0.0,0.06189292391469396,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,DELETE_DATABASE,synthetic-00017
0.35,0.15,0.05,1.0,0.0,0.0,0.29712433301977664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00018
0.35,0.25,0.05,0.8874753361348474,0.19999999999999996,0.0,0.27923045162543314,0.09090909090909083,0.08333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,READ_LOG,synthetic-00018
0.35,0.2,0.1,0.8643473154570942,0.30000000000000004,0.0,0.15440667988228535,0.31818181818181823,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,CREATE_TICKET,synthetic-00018
0.35,0.15,0.05,0.9420176959851154,0.0,0.2,0.344272269152323,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVER_HEALTH,synthetic-00018
0.35,0.15,0.05,0.8785034942658219,0.09999999999999998,0.0,0.18307739982704618,0.09090909090909083,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,CHECK_SERVICE_STATUS,synthetic-00018
